label,message,length,label_encoded,clean_message,length_bin
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",121,0,hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight,sedang
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",80,0,response is one of d powerful weapon occupy a place in others heart so,pendek
ham,Nokia phone is lovly..,22,0,nokia phone is lovly,sangat pendek
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,159,1,free messagethanks for using the auction subscription service pmsgrcvd skip an auction txt out unsubscribe txt stop customercare,panjang
ham,Sorry da..today i wont come to play..i have driving clas..,58,0,sorry datoday i wont come to playi have driving clas,pendek
ham,I'm really sorry I lit your hair on fire,40,0,im really sorry i lit your hair on fire,sangat pendek
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",299,0,oh shit i thought that was your trip loooooool that just makes so much more sense now grins and the sofa reference was the sleep on a couch link you sent me wasnt that how you went on your trip oh and didnt your babe go with you for that celebration with your rents,sangat panjang
ham,Okey dokey swashbuckling stuff what oh.,39,0,okey dokey swashbuckling stuff what oh,sangat pendek
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,158,0,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face,panjang
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,82,0,dips cell dead so i m coming with him u better respond else we shall come back,pendek
ham,Well. You know what i mean. Texting,35,0,well you know what i mean texting,sangat pendek
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,66,0,hi dis is yijue i would be happy to work wif ì all for gek,pendek
ham,Lol! Oops sorry! Have fun. ,27,0,lol oops sorry have fun,sangat pendek
ham,Wat happened to the cruise thing,32,0,wat happened to the cruise thing,sangat pendek
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",85,0,i know dat feelin had it with pete wuld get with em nuther place nuther time mayb,pendek
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,137,1,lyricalladief is inviting you to be her friend reply yes or no see her wwwsmsacuhmmross stop send stop frnd to,sedang
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,126,0,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences,sedang
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,75,0,yeah just open chat and click friend lists then make the list easy as pie,pendek
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,92,0,alright tylers got a minor crisis and has to be home sooner than he thought so be here asap,pendek
ham,When/where do I pick you up,27,0,whenwhere do i pick you up,sangat pendek
ham,As usual u can call me ard 10 smth.,35,0,as usual u can call me ard smth,sangat pendek
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,113,0,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,sedang
ham,Poor girl can't go one day lmao,31,0,poor girl cant go one day lmao,sangat pendek
ham,Or just do that 6times,22,0,or just do that times,sangat pendek
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,166,0,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,panjang
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,171,0,sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now,panjang
ham,Its worse if if uses half way then stops. Its better for him to complete it.,76,0,its worse if if uses half way then stops its better for him to complete it,pendek
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,158,0,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first months i didnt sleep at all last night,panjang
ham,Send me the new number,22,0,send me the new number,sangat pendek
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,132,1,want the latest video handset anytime any network mins half price line rental reply or call for delivery tomorrow,sedang
ham,2 and half years i missed your friendship:-),44,0,and half years i missed your friendship,sangat pendek
ham,Oh for fuck's sake she's in like tallahassee,44,0,oh for fucks sake shes in like tallahassee,sangat pendek
ham,"Haha, that was the first person I was gonna ask",47,0,haha that was the first person i was gonna ask,sangat pendek
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",146,1,ou are guaranteed the latest nokia phone a gb ipod mp player or a å£ prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,sedang
ham,Taka lor. Wat time u wan 2 come n look 4 us?,44,0,taka lor wat time u wan come n look us,sangat pendek
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,134,1,free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw,sedang
ham,"\I;m reaching in another 2 stops.\""""",36,0,im reaching in another stops,sangat pendek
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",415,0,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed,sangat panjang
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,181,1,warner village c colin farrell in swat this wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offers,panjang
ham,Will you come online today night,32,0,will you come online today night,sangat pendek
ham,Then anything special?,22,0,then anything special,sangat pendek
ham,"I'm in solihull, | do you want anything?",40,0,im in solihull do you want anything,sangat pendek
ham,Will do. Have a good day,24,0,will do have a good day,sangat pendek
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,160,0,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report yor local hospital b terminatedwe r sorry the inconvenience,panjang
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,80,0,love that holiday monday feeling even if i have to go to the dentists in an hour,pendek
ham,I am on the way to tirupur.,27,0,i am on the way to tirupur,sangat pendek
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",155,1,goal arsenal henry v liverpool henry scores with a simple shot from yards from a pass by bergkamp to give arsenal a goal margin after mins,panjang
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,237,0,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless,sangat panjang
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,134,0,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,sedang
ham,"Just dropped em off, omw back now",33,0,just dropped em off omw back now,sangat pendek
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,80,0,sitting in mu waiting for everyone to get out of my suite so i can take a shower,pendek
ham,Re your call; You didn't see my facebook huh?,45,0,re your call you didnt see my facebook huh,sangat pendek
ham,"G says you never answer your texts, confirm/deny",48,0,g says you never answer your texts confirmdeny,sangat pendek
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",148,0,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,sedang
